date,train_end_date,residual_history_start_date,residual_history_end_date,soc_open_kwh,soc_close_kwh,normal_purchase_kwh,emergency_purchase_kwh,normal_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_kwh,discharge_kwh,surplus_discard_kwh
2025-10-25,2025-10-24,2025-08-30,2025-10-24,2769.0479718106994,10170.197672341563,40990.9700142021,579.2073043907392,16083.597351739849,2567.3532296969024,18650.95058143675,24560.27007747371,13232.784032275926,10844.258540061726
2025-10-26,2025-10-25,2025-08-31,2025-10-25,10170.197672341563,7244.954969092593,69590.85901743942,256.57469266666993,45273.464803179566,1672.437011822762,46945.901815002326,17632.377659764516,16914.944337333327,4585.688371008233
2025-10-27,2025-10-26,2025-09-01,2025-10-26,7244.954969092593,6463.808554993827,71988.836855,690.1542933777802,45989.188519546966,4334.414464743038,50323.60298429,20477.16657069958,17289.536694955554,5938.779605967085
2025-10-28,2025-10-27,2025-09-02,2025-10-27,6463.808554993827,7980.116700711934,73983.37736941015,259.1728121907432,47170.13878497802,1748.5850336832034,48918.72381866122,23920.607362908086,18011.01463280926,2360.535751502064
2025-10-29,2025-10-28,2025-09-03,2025-10-28,7980.116700711934,7230.597265771605,71626.46469634888,1692.0220997444403,46547.18375520257,10462.702939464538,57009.886694667104,21679.904724867403,18235.290318588894,561.6155898148176
2025-10-30,2025-10-29,2025-09-04,2025-10-29,7230.597265771605,1218.8839523312756,67087.75390926612,435.5882684648145,45333.88238210291,2532.8801563554302,47866.76253845834,15467.74487379287,17939.41532986852,5207.194983806578
2025-10-31,2025-10-30,2025-09-05,2025-10-30,1218.8839523312756,5845.994883574073,38626.49220755373,427.0264533833305,15632.660477058009,1926.2525432013117,17558.913020259322,22156.187310372654,13782.111883283334,6775.151167181073
2025-11-01,2025-10-31,2025-09-06,2025-10-31,5845.994883574073,10241.407642687243,38806.849752860086,85.38634350184944,15403.884277372115,358.5372563642658,15762.42153373638,21851.9103391358,13744.175891498151,8240.463215390948
2025-11-02,2025-11-01,2025-09-07,2025-11-01,10241.407642687243,7429.104487925925,73058.50896368083,516.1972916666675,48591.22487397491,3263.0934895625055,51854.318363537415,19414.639416520346,18256.930766666665,3620.6136721604944
2025-11-03,2025-11-02,2025-09-08,2025-11-02,7429.104487925925,7388.528970407407,76852.64123024342,160.1072566333347,50734.45606546044,1040.9191255706514,51775.3751910311,21390.213997037034,17362.591303366666,3480.195509873055
2025-11-04,2025-11-03,2025-09-09,2025-11-03,7388.528970407407,7259.430916207818,76608.12625949734,681.4691186037007,50182.41722010189,4384.202351088682,54566.61957119057,21312.98625843622,17379.707118112965,5776.24420444444
2025-11-05,2025-11-04,2025-09-10,2025-11-04,7259.430916207818,8065.240041407407,78180.19502057465,105.88444063333301,51711.32010622092,689.304424749365,52400.624530970286,23373.392012505712,18207.21931745,3441.8866994856016
2025-11-06,2025-11-05,2025-09-11,2025-11-05,8065.240041407407,1269.4463291193415,69264.65122451811,1253.6235104407353,48097.35472269458,6951.611213122251,55048.96593581683,14753.11661711935,18066.23880092593,2461.8123687654247
2025-11-07,2025-11-06,2025-09-12,2025-11-06,1269.4463291193415,5978.185871534977,39684.26934309785,435.61198281481563,16080.427444079029,2195.144435327041,18275.57187940607,22999.877132130765,14392.03488885185,8193.577299300414
2025-11-08,2025-11-07,2025-09-13,2025-11-07,5978.185871534977,10302.961787421811,39550.45690018748,40.75392957962923,16122.77766350508,174.875111826189,16297.65277533127,22102.639913232742,14010.84000542037,7708.20382195473
2025-11-09,2025-11-08,2025-09-14,2025-11-08,10302.961787421811,6556.976934578189,74007.46726564136,343.73059872037413,50501.27713258655,2145.54523054981,52646.82236313636,18539.047663456786,18388.01497495926,2853.347992530866
2025-11-10,2025-11-09,2025-09-15,2025-11-09,6556.976934578189,8093.196636648147,80714.32308512423,552.0569325666631,54237.48717072023,3514.5162802933105,57752.003451013545,24728.44874921353,18647.445755000004,1326.933923477366
2025-11-11,2025-11-10,2025-09-16,2025-11-10,8093.196636648147,7277.022441345677,78780.56365562984,124.0044282611151,53029.060429856996,791.6442700189587,53820.704699875954,21167.60274644033,17880.31500038888,4058.26067117284
2025-11-12,2025-11-11,2025-09-17,2025-11-11,7277.022441345677,6737.952594148148,79021.1972737723,100.76562499999739,52993.61585605673,639.4300478124829,53633.04590386921,22036.5463076406,18334.76537166667,4464.194212798355
2025-11-13,2025-11-12,2025-09-18,2025-11-12,6737.952594148148,1581.7106616090537,74015.8540030247,217.40253096481666,52039.99207600285,1415.6165803774036,53455.60865638025,16622.31942150206,18104.69647070185,3319.7622665226327
2025-11-14,2025-11-13,2025-09-19,2025-11-13,1581.7106616090537,5401.8877712037065,39974.71313722451,0.0,16399.04045969275,0.0,16399.04045969275,21681.92712382945,14124.201571666666,4818.5322850617285
2025-11-15,2025-11-14,2025-09-20,2025-11-14,5401.8877712037065,10351.691254131687,41483.104737325106,95.94810268518444,17383.09098663131,501.6166808381443,17884.707667469454,23490.01018347736,14572.08511398148,4449.240853847739
2025-11-16,2025-11-15,2025-09-21,2025-11-15,10351.691254131687,7960.948143351852,78746.84872160266,47.399670800000465,54341.488341327524,309.6688368215531,54651.15717814908,20195.726073454498,18510.206919199998,2674.1848548148214
2025-11-17,2025-11-16,2025-09-22,2025-11-16,7960.948143351852,7490.016167574075,81408.58953460905,0.0,55738.50137313959,0.0,55738.50137313959,21500.585349958852,17839.312911666668,5051.562762983536
2025-11-18,2025-11-17,2025-09-23,2025-11-17,7490.016167574075,6837.151591722226,81290.6635471399,0.0,56409.59899806863,0.0,56409.59899806863,21205.653269629627,17764.15726666666,2958.6157108436223
2025-11-19,2025-11-18,2025-09-24,2025-11-18,6837.151591722226,7187.5109835946505,83030.35617388888,93.73227611851586,57884.79285834739,466.7123981084734,58351.505256455865,22785.255592469126,18140.733577214818,3111.2548347530887
2025-11-20,2025-11-19,2025-09-25,2025-11-19,7187.5109835946505,1441.4492876419756,76528.97967310471,32.142460261110976,54141.84652436534,156.00450682930355,54297.851031194645,16145.70341569731,18249.475293072224,3871.8179774074015
2025-11-21,2025-11-20,2025-09-26,2025-11-20,1441.4492876419756,6911.1658102037045,42512.964201899864,0.0,17619.873761528903,0.0,17619.873761528903,23959.915088854592,14484.786351666666,4173.451398045274
2025-11-22,2025-11-21,2025-09-27,2025-11-21,6911.1658102037045,10324.12232277778,40979.36242668725,0.0,17423.429359986854,0.0,17423.429359986854,22275.535123024696,14971.522588333331,3455.520408662554
2025-11-23,2025-11-22,2025-09-28,2025-11-22,10324.12232277778,7443.002588370374,80902.56365469136,0.0,56709.84798735686,0.0,56709.84798735686,19461.61494530864,18356.915866666666,4565.768292716051
2025-11-24,2025-11-23,2025-09-29,2025-11-23,7443.002588370374,6471.819167222223,83123.61216569957,33.404712533335534,57623.543198536456,170.46901489361068,57794.01221343007,20077.508779958833,17136.847190799996,6054.411589074083
2025-11-25,2025-11-24,2025-09-30,2025-11-24,6471.819167222223,5962.658479444447,83117.82417419754,0.0,57319.190871753555,0.0,57319.190871753555,21594.06490452674,17949.437191666664,3304.5359946707927
2025-11-26,2025-11-25,2025-10-01,2025-11-25,5962.658479444447,8196.485780925927,86341.70013839507,32.99316666666675,59429.20357403112,177.73418883333377,59606.93776286445,24796.040849382705,18074.348516666665,2895.3340890123545
2025-11-27,2025-11-26,2025-10-02,2025-11-26,8196.485780925927,1652.8827439958852,76908.45604674898,31.46604782963061,55937.65759712357,202.8301443097989,56140.48774143337,13870.613476049384,17124.439648837037,4412.85553403292
2025-11-28,2025-11-27,2025-10-03,2025-11-27,1652.8827439958852,6407.523365699591,43293.157801156834,55.68958046296035,17664.031130073574,279.08833249012577,17943.1194625637,24057.777871280297,15207.623516203705,3577.4544765432106
2025-11-29,2025-11-28,2025-10-04,2025-11-28,6407.523365699591,10406.913592722223,43347.38941817329,0.0,17945.737628314077,0.0,17945.737628314077,23198.519877761762,15191.349896666667,410.7693370781981
2025-11-30,2025-11-29,2025-10-05,2025-11-29,10406.913592722223,8853.61016590741,84756.66639026749,6.062833333333515,60371.22883936522,32.518006583334305,60403.74684594855,20823.077383786003,18264.665764999998,1959.4894881481446
2025-12-01,2025-11-30,2025-10-06,2025-11-30,8853.61016590741,7278.188690419753,85730.05058121399,4103.4983796277775,64207.32903762244,26696.48154791331,90903.81058553574,21463.192712880656,18803.06542537222,874.4939399999988
2025-12-02,2025-12-01,2025-10-07,2025-12-01,7278.188690419753,5772.6318683539075,86126.272660583,5113.62092231852,65700.43496529385,34664.45127954451,100364.88624483836,20442.031935582985,17913.04700768148,73.09870499999977
2025-12-03,2025-12-02,2025-10-08,2025-12-02,5772.6318683539075,6448.879808271606,90092.05817571789,2504.7792886611087,68031.04088877105,16076.518304416513,84107.55919318757,24429.98303571788,19179.66311300556,183.7689749999995
2025-12-04,2025-12-03,2025-10-09,2025-12-03,6448.879808271606,1321.4986868930039,84064.38392914266,3058.3499393370407,65636.9805537714,19506.95932810001,85143.93988187141,17644.34279599451,18906.560673996297,1613.7429964814828
2025-12-05,2025-12-04,2025-10-10,2025-12-04,1321.4986868930039,7026.204190055558,50098.33591857567,2470.988285733333,21743.2852264232,12483.401699034666,34226.68692545786,26387.423755695014,16239.578289266667,1109.8510545473277
2025-12-06,2025-12-05,2025-10-11,2025-12-05,7026.204190055558,10232.368981841564,47755.439629711924,3294.8152147469136,21392.480717360784,18575.432256641496,39967.912974002276,22935.688632551435,15692.359479759263,142.29487500000027
2025-12-07,2025-12-06,2025-10-12,2025-12-06,10232.368981841564,9435.351900487653,90148.72120128715,1568.1282156388866,68832.583020675,10397.467208638209,79230.0502293132,22572.523929394138,19001.05975602778,492.7039935596757
2025-12-08,2025-12-07,2025-10-13,2025-12-07,9435.351900487653,8274.866104574076,92561.92700980796,0.0,70126.14358261367,0.0,70126.14358261367,22935.782076556927,19622.42069833333,1401.354514917701
2025-12-09,2025-12-08,2025-10-14,2025-12-08,8274.866104574076,8033.593023845679,94009.60011763374,365.6581888611046,70225.81161314846,2549.097668086888,72774.90928123535,24033.2399878395,19684.07016280556,2637.6342147942364
2025-12-10,2025-12-09,2025-10-15,2025-12-09,8033.593023845679,8154.207879944446,94437.82996906036,0.0,71456.19159838339,0.0,71456.19159838339,24500.279109657065,19736.67270833333,1286.6051010699548
2025-12-11,2025-12-10,2025-10-16,2025-12-10,8154.207879944446,1687.6688725370382,87230.47914314814,0.0,67482.1111115037,0.0,67482.1111115037,15568.57492181069,18430.430793333333,4131.0803146707885
2025-12-12,2025-12-11,2025-10-17,2025-12-11,1687.6688725370382,9135.774189240741,56111.72511148147,423.69821330000013,24601.984106498276,2075.7114903250176,26677.695596823294,29211.058623539087,16957.66270003333,567.6139179423878
2025-12-13,2025-12-12,2025-10-18,2025-12-12,9135.774189240741,10547.23684644444,50572.14291310699,310.0453914000006,22870.254398972545,1486.3541379423693,24356.608536914915,22724.989216152262,17136.9248736,1495.5905786214007
2025-12-14,2025-12-13,2025-10-19,2025-12-13,10547.23684644444,9715.769403148146,94507.25028267491,0.0,72461.81249811233,0.0,72461.81249811233,22692.213513621406,19129.013645,2165.328614053499
2025-12-15,2025-12-14,2025-10-20,2025-12-14,9715.769403148146,9009.728309907405,96819.077268786,0.0,74153.97214443824,0.0,74153.97214443824,21910.225482818933,18382.719625000005,3822.0134443004104
2025-12-16,2025-12-15,2025-10-21,2025-12-15,9009.728309907405,8976.06548872223,98131.14824063788,0.0,74453.50368202779,0.0,74453.50368202779,23026.144655473254,18681.47371,4368.385961831275
2025-12-17,2025-12-16,2025-10-22,2025-12-16,8976.06548872223,7429.39459840741,96691.91107975307,0.0,73751.28627330004,0.0,73751.28627330004,21064.20086672838,18454.006503333334,5889.869649691363
2025-12-18,2025-12-17,2025-10-23,2025-12-17,7429.39459840741,2479.09788553704,92288.88191954732,0.0,71330.94616420424,0.0,71330.94616420424,18242.287950720172,19231.520281666668,5911.847283827145
2025-12-19,2025-12-18,2025-10-24,2025-12-18,2479.09788553704,8979.444989462962,58739.99683617283,0.0,26245.545779220676,0.0,26245.545779220676,27139.758224526744,16132.891768333333,4824.739079979421
2025-12-20,2025-12-19,2025-10-25,2025-12-19,8979.444989462962,10620.654531796295,53531.0117977572,0.0,24078.526179388835,0.0,24078.526179388835,22047.119800123462,16381.07845,5008.618197633738
2025-12-21,2025-12-20,2025-10-26,2025-12-20,10620.654531796295,9744.347523537039,96814.73760991769,0.0,73654.55847843758,0.0,73654.55847843758,22211.72775625514,18780.17579,4345.4037769958895
2025-12-22,2025-12-21,2025-10-27,2025-12-21,9744.347523537039,6676.906273777777,95705.9270920576,0.0,74262.96720427295,0.0,74262.96720427295,19164.821045534976,18284.202171666668,5887.881134855964
2025-12-23,2025-12-22,2025-10-28,2025-12-22,6676.906273777777,9851.86994922222,102773.72439588477,0.0,76908.28682798581,0.0,76908.28682798581,25808.427262839512,18047.358775,7754.563374711928
2025-12-24,2025-12-23,2025-10-29,2025-12-23,9851.86994922222,9005.591580251028,98283.07948586419,48.698187592592376,74260.7349922618,376.680481028702,74637.4154732905,21844.24902304527,18455.49224074074,7088.461574485594
2025-12-25,2025-12-24,2025-10-30,2025-12-24,9005.591580251028,2498.9671481666674,91385.20930807499,0.0,71804.29963658523,0.0,71804.29963658523,15056.323046655234,18051.583656666666,6568.02138475309
2025-12-26,2025-12-25,2025-10-31,2025-12-25,2498.9671481666674,10800.0,61360.838232057606,0.0,27365.013109699175,0.0,27365.013109699175,28845.179742777775,15893.666024999999,5401.702080946501
2025-12-27,2025-12-26,2025-11-01,2025-12-26,10800.0,10705.316217370373,52456.33705763375,0.0,23642.31221557808,0.0,23642.31221557808,19352.433420534977,15760.686474999999,5525.7810454321025
2025-12-28,2025-12-27,2025-11-02,2025-12-27,10705.316217370373,9306.020261759255,97498.9545729218,0.0,73710.34390956027,0.0,73710.34390956027,20901.501156316866,18189.582296666667,7977.780963271607
2025-12-29,2025-12-28,2025-11-03,2025-12-28,9306.020261759255,7612.869453870368,97867.14258090535,0.0,74434.7294732671,0.0,74434.7294732671,19785.372310164617,17549.987298333333,8107.991302407401
2025-12-30,2025-12-29,2025-11-04,2025-12-29,7612.869453870368,9187.623173074075,101351.73473691358,0.0,75069.5337688296,0.0,75069.5337688296,23808.638046028813,17867.71847,9186.412560884768
2025-12-31,2025-12-30,2025-11-05,2025-12-30,9187.623173074075,8801.687028537037,98999.45313718106,0.0,74765.99412851129,0.0,74765.99412851129,22969.29343611111,18952.470213333338,6336.206981069958
